GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US40073958400,40073958400,"Census Tract 9584, Kingfisher County, Oklahoma",66810,6852
1400000US40075963600,40075963600,"Census Tract 9636, Kiowa County, Oklahoma",39926,7839
1400000US40075963700,40075963700,"Census Tract 9637, Kiowa County, Oklahoma",38238,4452
1400000US40075964200,40075964200,"Census Tract 9642, Kiowa County, Oklahoma",35929,2860
1400000US40077087100,40077087100,"Census Tract 871, Latimer County, Oklahoma",49053,4761
1400000US40077087200,40077087200,"Census Tract 872, Latimer County, Oklahoma",38307,2521
1400000US40077087300,40077087300,"Census Tract 873, Latimer County, Oklahoma",34676,6913
1400000US40079040102,40079040102,"Census Tract 401.02, Le Flore County, Oklahoma",38333,3263
1400000US40079040198,40079040198,"Census Tract 401.98, Le Flore County, Oklahoma",25286,3349
1400000US40079040299,40079040299,"Census Tract 402.99, Le Flore County, Oklahoma",35000,4193
1400000US40079040301,40079040301,"Census Tract 403.01, Le Flore County, Oklahoma",37875,2727
1400000US40079040302,40079040302,"Census Tract 403.02, Le Flore County, Oklahoma",40449,6844
1400000US40079040303,40079040303,"Census Tract 403.03, Le Flore County, Oklahoma",40308,10303
1400000US40079040401,40079040401,"Census Tract 404.01, Le Flore County, Oklahoma",39398,4404
1400000US40079040402,40079040402,"Census Tract 404.02, Le Flore County, Oklahoma",35688,8589
1400000US40079040500,40079040500,"Census Tract 405, Le Flore County, Oklahoma",40572,4389
1400000US40079040601,40079040601,"Census Tract 406.01, Le Flore County, Oklahoma",31386,1725
1400000US40079040602,40079040602,"Census Tract 406.02, Le Flore County, Oklahoma",35162,2516
1400000US40079040700,40079040700,"Census Tract 407, Le Flore County, Oklahoma",30500,3749
1400000US40081961100,40081961100,"Census Tract 9611, Lincoln County, Oklahoma",35737,5780
1400000US40081961200,40081961200,"Census Tract 9612, Lincoln County, Oklahoma",42041,3633
1400000US40081961300,40081961300,"Census Tract 9613, Lincoln County, Oklahoma",47880,4397
1400000US40081961400,40081961400,"Census Tract 9614, Lincoln County, Oklahoma",45533,3139
1400000US40081961500,40081961500,"Census Tract 9615, Lincoln County, Oklahoma",48333,7471
1400000US40081961600,40081961600,"Census Tract 9616, Lincoln County, Oklahoma",43824,5571
1400000US40081961700,40081961700,"Census Tract 9617, Lincoln County, Oklahoma",40146,4500
1400000US40083600100,40083600100,"Census Tract 6001, Logan County, Oklahoma",36948,3787
1400000US40083600200,40083600200,"Census Tract 6002, Logan County, Oklahoma",42340,7530
1400000US40083600300,40083600300,"Census Tract 6003, Logan County, Oklahoma",42813,11211
1400000US40083600400,40083600400,"Census Tract 6004, Logan County, Oklahoma",78149,7772
1400000US40083600500,40083600500,"Census Tract 6005, Logan County, Oklahoma",60379,9717
1400000US40083600600,40083600600,"Census Tract 6006, Logan County, Oklahoma",41452,5296
1400000US40083600700,40083600700,"Census Tract 6007, Logan County, Oklahoma",40785,8432
1400000US40083600800,40083600800,"Census Tract 6008, Logan County, Oklahoma",83750,12477
1400000US40085094100,40085094100,"Census Tract 941, Love County, Oklahoma",34966,4454
1400000US40085094200,40085094200,"Census Tract 942, Love County, Oklahoma",49330,6402
1400000US40085094300,40085094300,"Census Tract 943, Love County, Oklahoma",55924,7790
1400000US40087400101,40087400101,"Census Tract 4001.01, McClain County, Oklahoma",72978,11207
1400000US40087400102,40087400102,"Census Tract 4001.02, McClain County, Oklahoma",58913,8124
1400000US40087400201,40087400201,"Census Tract 4002.01, McClain County, Oklahoma",52939,4495
1400000US40087400202,40087400202,"Census Tract 4002.02, McClain County, Oklahoma",63883,5531
1400000US40087400300,40087400300,"Census Tract 4003, McClain County, Oklahoma",43765,2696
1400000US40087400400,40087400400,"Census Tract 4004, McClain County, Oklahoma",50455,12117
1400000US40089098200,40089098200,"Census Tract 982, McCurtain County, Oklahoma",33986,3782
1400000US40089098300,40089098300,"Census Tract 983, McCurtain County, Oklahoma",35313,6279
1400000US40089098400,40089098400,"Census Tract 984, McCurtain County, Oklahoma",40213,6971
1400000US40089098500,40089098500,"Census Tract 985, McCurtain County, Oklahoma",39234,4109
1400000US40089098600,40089098600,"Census Tract 986, McCurtain County, Oklahoma",30760,5634
1400000US40089098700,40089098700,"Census Tract 987, McCurtain County, Oklahoma",25625,3471
1400000US40089098800,40089098800,"Census Tract 988, McCurtain County, Oklahoma",32967,4692
1400000US40089098900,40089098900,"Census Tract 989, McCurtain County, Oklahoma",33813,5765
1400000US40091779600,40091779600,"Census Tract 7796, McIntosh County, Oklahoma",42525,8335
1400000US40091779700,40091779700,"Census Tract 7797, McIntosh County, Oklahoma",33388,7352
1400000US40091779900,40091779900,"Census Tract 7799, McIntosh County, Oklahoma",32525,5505
1400000US40091780100,40091780100,"Census Tract 7801, McIntosh County, Oklahoma",42893,6497
1400000US40091780200,40091780200,"Census Tract 7802, McIntosh County, Oklahoma",34534,3946
1400000US40091780300,40091780300,"Census Tract 7803, McIntosh County, Oklahoma",35243,4767
1400000US40093955100,40093955100,"Census Tract 9551, Major County, Oklahoma",58333,5993
1400000US40093955200,40093955200,"Census Tract 9552, Major County, Oklahoma",49352,3668
1400000US40093955300,40093955300,"Census Tract 9553, Major County, Oklahoma",47813,8905
1400000US40095094698,40095094698,"Census Tract 946.98, Marshall County, Oklahoma",39634,6200
1400000US40095094700,40095094700,"Census Tract 947, Marshall County, Oklahoma",39643,4100
1400000US40095094801,40095094801,"Census Tract 948.01, Marshall County, Oklahoma",36750,10389
1400000US40095094802,40095094802,"Census Tract 948.02, Marshall County, Oklahoma",38594,5840
1400000US40097040100,40097040100,"Census Tract 401, Mayes County, Oklahoma",34597,7565
1400000US40097040200,40097040200,"Census Tract 402, Mayes County, Oklahoma",46826,5571
1400000US40097040300,40097040300,"Census Tract 403, Mayes County, Oklahoma",58077,6293
1400000US40097040400,40097040400,"Census Tract 404, Mayes County, Oklahoma",39345,5657
1400000US40097040501,40097040501,"Census Tract 405.01, Mayes County, Oklahoma",45500,16770
1400000US40097040502,40097040502,"Census Tract 405.02, Mayes County, Oklahoma",39046,11719
1400000US40097040600,40097040600,"Census Tract 406, Mayes County, Oklahoma",34107,2285
1400000US40097040700,40097040700,"Census Tract 407, Mayes County, Oklahoma",31927,3442
1400000US40097040800,40097040800,"Census Tract 408, Mayes County, Oklahoma",56724,4584
1400000US40099790600,40099790600,"Census Tract 7906, Murray County, Oklahoma",54914,5907
1400000US40099790700,40099790700,"Census Tract 7907, Murray County, Oklahoma",47481,4386
1400000US40099790800,40099790800,"Census Tract 7908, Murray County, Oklahoma",41350,6715
1400000US40101000100,40101000100,"Census Tract 1, Muskogee County, Oklahoma",27835,4713
1400000US40101000200,40101000200,"Census Tract 2, Muskogee County, Oklahoma",19758,5210
1400000US40101000300,40101000300,"Census Tract 3, Muskogee County, Oklahoma",26357,9367
1400000US40101000400,40101000400,"Census Tract 4, Muskogee County, Oklahoma",18141,3015
1400000US40101000600,40101000600,"Census Tract 6, Muskogee County, Oklahoma",47273,6927
1400000US40101000700,40101000700,"Census Tract 7, Muskogee County, Oklahoma",29912,3380
1400000US40101000801,40101000801,"Census Tract 8.01, Muskogee County, Oklahoma",52198,5188
1400000US40101000802,40101000802,"Census Tract 8.02, Muskogee County, Oklahoma",68542,9976
1400000US40101000900,40101000900,"Census Tract 9, Muskogee County, Oklahoma",41331,5210
1400000US40101001000,40101001000,"Census Tract 10, Muskogee County, Oklahoma",41429,5458
1400000US40101001100,40101001100,"Census Tract 11, Muskogee County, Oklahoma",43534,7144
1400000US40101001200,40101001200,"Census Tract 12, Muskogee County, Oklahoma",58309,17423
1400000US40101001300,40101001300,"Census Tract 13, Muskogee County, Oklahoma",50165,8791
1400000US40101001400,40101001400,"Census Tract 14, Muskogee County, Oklahoma",49367,6863
1400000US40101001500,40101001500,"Census Tract 15, Muskogee County, Oklahoma",35566,3578
1400000US40101001600,40101001600,"Census Tract 16, Muskogee County, Oklahoma",44306,5856
1400000US40103956600,40103956600,"Census Tract 9566, Noble County, Oklahoma",49167,5129
1400000US40103956900,40103956900,"Census Tract 9569, Noble County, Oklahoma",42432,7264
1400000US40103957000,40103957000,"Census Tract 9570, Noble County, Oklahoma",32059,7318
1400000US40103957100,40103957100,"Census Tract 9571, Noble County, Oklahoma",60531,14568
1400000US40105172100,40105172100,"Census Tract 1721, Nowata County, Oklahoma",45050,3233
1400000US40105172200,40105172200,"Census Tract 1722, Nowata County, Oklahoma",38646,6400
1400000US40105172300,40105172300,"Census Tract 1723, Nowata County, Oklahoma",42278,11301
1400000US40105172400,40105172400,"Census Tract 1724, Nowata County, Oklahoma",35663,5787
1400000US40107080600,40107080600,"Census Tract 806, Okfuskee County, Oklahoma",43750,5712
1400000US40107080700,40107080700,"Census Tract 807, Okfuskee County, Oklahoma",37026,3927
1400000US40107080900,40107080900,"Census Tract 809, Okfuskee County, Oklahoma",29375,5205
1400000US40107081000,40107081000,"Census Tract 810, Okfuskee County, Oklahoma",33289,6178
1400000US40109100100,40109100100,"Census Tract 1001, Oklahoma County, Oklahoma",39429,9220
1400000US40109100200,40109100200,"Census Tract 1002, Oklahoma County, Oklahoma",30532,4789
1400000US40109100300,40109100300,"Census Tract 1003, Oklahoma County, Oklahoma",76111,19221
1400000US40109100400,40109100400,"Census Tract 1004, Oklahoma County, Oklahoma",21590,3632
1400000US40109100500,40109100500,"Census Tract 1005, Oklahoma County, Oklahoma",22904,3404
1400000US40109100600,40109100600,"Census Tract 1006, Oklahoma County, Oklahoma",74750,15286
1400000US40109100700,40109100700,"Census Tract 1007, Oklahoma County, Oklahoma",44583,9713
1400000US40109100800,40109100800,"Census Tract 1008, Oklahoma County, Oklahoma",35033,6623
1400000US40109100900,40109100900,"Census Tract 1009, Oklahoma County, Oklahoma",56667,16068
1400000US40109101000,40109101000,"Census Tract 1010, Oklahoma County, Oklahoma",25513,4571
1400000US40109101100,40109101100,"Census Tract 1011, Oklahoma County, Oklahoma",27250,5372
1400000US40109101200,40109101200,"Census Tract 1012, Oklahoma County, Oklahoma",36435,5353
1400000US40109101300,40109101300,"Census Tract 1013, Oklahoma County, Oklahoma",23939,6645
1400000US40109101400,40109101400,"Census Tract 1014, Oklahoma County, Oklahoma",21630,5939
1400000US40109101500,40109101500,"Census Tract 1015, Oklahoma County, Oklahoma",30766,4557
1400000US40109101600,40109101600,"Census Tract 1016, Oklahoma County, Oklahoma",50069,6519
1400000US40109101700,40109101700,"Census Tract 1017, Oklahoma County, Oklahoma",131750,37679
1400000US40109101800,40109101800,"Census Tract 1018, Oklahoma County, Oklahoma",53007,3713
1400000US40109101900,40109101900,"Census Tract 1019, Oklahoma County, Oklahoma",58721,7278
1400000US40109102000,40109102000,"Census Tract 1020, Oklahoma County, Oklahoma",36147,3757
1400000US40109102100,40109102100,"Census Tract 1021, Oklahoma County, Oklahoma",49688,16026
1400000US40109102200,40109102200,"Census Tract 1022, Oklahoma County, Oklahoma",35565,7898
1400000US40109102300,40109102300,"Census Tract 1023, Oklahoma County, Oklahoma",29986,6676
1400000US40109102400,40109102400,"Census Tract 1024, Oklahoma County, Oklahoma",31415,2924
1400000US40109102500,40109102500,"Census Tract 1025, Oklahoma County, Oklahoma",14205,4581
1400000US40109102600,40109102600,"Census Tract 1026, Oklahoma County, Oklahoma",9250,12366
1400000US40109102700,40109102700,"Census Tract 1027, Oklahoma County, Oklahoma",9583,15158
1400000US40109102800,40109102800,"Census Tract 1028, Oklahoma County, Oklahoma",15746,1863
1400000US40109102900,40109102900,"Census Tract 1029, Oklahoma County, Oklahoma",42596,17410
1400000US40109103000,40109103000,"Census Tract 1030, Oklahoma County, Oklahoma",32206,3437
1400000US40109103200,40109103200,"Census Tract 1032, Oklahoma County, Oklahoma",46442,10890
1400000US40109103300,40109103300,"Census Tract 1033, Oklahoma County, Oklahoma",24817,6415
1400000US40109103400,40109103400,"Census Tract 1034, Oklahoma County, Oklahoma",25438,5956
1400000US40109103500,40109103500,"Census Tract 1035, Oklahoma County, Oklahoma",26765,13833
1400000US40109103601,40109103601,"Census Tract 1036.01, Oklahoma County, Oklahoma",68750,7694
1400000US40109103602,40109103602,"Census Tract 1036.02, Oklahoma County, Oklahoma",26944,49935
1400000US40109103700,40109103700,"Census Tract 1037, Oklahoma County, Oklahoma",30380,11436
1400000US40109103800,40109103800,"Census Tract 1038, Oklahoma County, Oklahoma",73077,13042
1400000US40109103900,40109103900,"Census Tract 1039, Oklahoma County, Oklahoma",27212,6929
1400000US40109104000,40109104000,"Census Tract 1040, Oklahoma County, Oklahoma",25865,17419
1400000US40109104100,40109104100,"Census Tract 1041, Oklahoma County, Oklahoma",22934,9835
1400000US40109104200,40109104200,"Census Tract 1042, Oklahoma County, Oklahoma",27679,4857
1400000US40109104300,40109104300,"Census Tract 1043, Oklahoma County, Oklahoma",24665,8802
1400000US40109104400,40109104400,"Census Tract 1044, Oklahoma County, Oklahoma",27500,3956
1400000US40109104500,40109104500,"Census Tract 1045, Oklahoma County, Oklahoma",31847,3677
1400000US40109104600,40109104600,"Census Tract 1046, Oklahoma County, Oklahoma",32821,9373
1400000US40109104700,40109104700,"Census Tract 1047, Oklahoma County, Oklahoma",13958,2112
1400000US40109104800,40109104800,"Census Tract 1048, Oklahoma County, Oklahoma",29232,2395
1400000US40109104900,40109104900,"Census Tract 1049, Oklahoma County, Oklahoma",27558,7793
1400000US40109105000,40109105000,"Census Tract 1050, Oklahoma County, Oklahoma",33537,5225
1400000US40109105100,40109105100,"Census Tract 1051, Oklahoma County, Oklahoma",44054,4916
1400000US40109105201,40109105201,"Census Tract 1052.01, Oklahoma County, Oklahoma",20156,6847
1400000US40109105202,40109105202,"Census Tract 1052.02, Oklahoma County, Oklahoma",21953,5624
1400000US40109105300,40109105300,"Census Tract 1053, Oklahoma County, Oklahoma",25747,2416
1400000US40109105400,40109105400,"Census Tract 1054, Oklahoma County, Oklahoma",32273,4265
1400000US40109105500,40109105500,"Census Tract 1055, Oklahoma County, Oklahoma",33649,4575
1400000US40109105600,40109105600,"Census Tract 1056, Oklahoma County, Oklahoma",30123,2808
1400000US40109105700,40109105700,"Census Tract 1057, Oklahoma County, Oklahoma",23798,6708
1400000US40109105800,40109105800,"Census Tract 1058, Oklahoma County, Oklahoma",14773,7106
1400000US40109105903,40109105903,"Census Tract 1059.03, Oklahoma County, Oklahoma",36331,3625
1400000US40109105904,40109105904,"Census Tract 1059.04, Oklahoma County, Oklahoma",40921,3600
1400000US40109105905,40109105905,"Census Tract 1059.05, Oklahoma County, Oklahoma",36713,7166
1400000US40109105906,40109105906,"Census Tract 1059.06, Oklahoma County, Oklahoma",39767,3619
1400000US40109105907,40109105907,"Census Tract 1059.07, Oklahoma County, Oklahoma",31445,3719
1400000US40109106000,40109106000,"Census Tract 1060, Oklahoma County, Oklahoma",59241,8404
1400000US40109106100,40109106100,"Census Tract 1061, Oklahoma County, Oklahoma",37500,10219
1400000US40109106200,40109106200,"Census Tract 1062, Oklahoma County, Oklahoma",48661,9950
1400000US40109106301,40109106301,"Census Tract 1063.01, Oklahoma County, Oklahoma",24630,6875
1400000US40109106302,40109106302,"Census Tract 1063.02, Oklahoma County, Oklahoma",30054,4947
1400000US40109106303,40109106303,"Census Tract 1063.03, Oklahoma County, Oklahoma",43800,12241
1400000US40109106401,40109106401,"Census Tract 1064.01, Oklahoma County, Oklahoma",143438,36311
1400000US40109106402,40109106402,"Census Tract 1064.02, Oklahoma County, Oklahoma",86106,20718
1400000US40109106403,40109106403,"Census Tract 1064.03, Oklahoma County, Oklahoma",49844,12124
1400000US40109106501,40109106501,"Census Tract 1065.01, Oklahoma County, Oklahoma",64318,6423
1400000US40109106502,40109106502,"Census Tract 1065.02, Oklahoma County, Oklahoma",44846,3904
1400000US40109106503,40109106503,"Census Tract 1065.03, Oklahoma County, Oklahoma",54500,29442
1400000US40109106601,40109106601,"Census Tract 1066.01, Oklahoma County, Oklahoma",39702,5417
1400000US40109106602,40109106602,"Census Tract 1066.02, Oklahoma County, Oklahoma",37700,5845
1400000US40109106604,40109106604,"Census Tract 1066.04, Oklahoma County, Oklahoma",29350,7409
1400000US40109106606,40109106606,"Census Tract 1066.06, Oklahoma County, Oklahoma",49875,8040
1400000US40109106607,40109106607,"Census Tract 1066.07, Oklahoma County, Oklahoma",39493,9052
1400000US40109106608,40109106608,"Census Tract 1066.08, Oklahoma County, Oklahoma",64712,6617
1400000US40109106609,40109106609,"Census Tract 1066.09, Oklahoma County, Oklahoma",67188,8514
1400000US40109106610,40109106610,"Census Tract 1066.10, Oklahoma County, Oklahoma",45857,7496
1400000US40109106702,40109106702,"Census Tract 1067.02, Oklahoma County, Oklahoma",39351,6260
1400000US40109106704,40109106704,"Census Tract 1067.04, Oklahoma County, Oklahoma",42361,6706
1400000US40109106705,40109106705,"Census Tract 1067.05, Oklahoma County, Oklahoma",44773,8976
1400000US40109106706,40109106706,"Census Tract 1067.06, Oklahoma County, Oklahoma",43556,6844
1400000US40109106707,40109106707,"Census Tract 1067.07, Oklahoma County, Oklahoma",31078,4287
1400000US40109106708,40109106708,"Census Tract 1067.08, Oklahoma County, Oklahoma",95801,9271
1400000US40109106801,40109106801,"Census Tract 1068.01, Oklahoma County, Oklahoma",27961,4285
1400000US40109106802,40109106802,"Census Tract 1068.02, Oklahoma County, Oklahoma",48542,9739
1400000US40109106803,40109106803,"Census Tract 1068.03, Oklahoma County, Oklahoma",34081,2999
1400000US40109106804,40109106804,"Census Tract 1068.04, Oklahoma County, Oklahoma",38640,6626
1400000US40109106902,40109106902,"Census Tract 1069.02, Oklahoma County, Oklahoma",48306,5685
1400000US40109106903,40109106903,"Census Tract 1069.03, Oklahoma County, Oklahoma",44347,5204
1400000US40109106906,40109106906,"Census Tract 1069.06, Oklahoma County, Oklahoma",43917,13100
1400000US40109106907,40109106907,"Census Tract 1069.07, Oklahoma County, Oklahoma",43659,5561
1400000US40109106909,40109106909,"Census Tract 1069.09, Oklahoma County, Oklahoma",43494,6373
1400000US40109106910,40109106910,"Census Tract 1069.10, Oklahoma County, Oklahoma",41125,7842
1400000US40109106911,40109106911,"Census Tract 1069.11, Oklahoma County, Oklahoma",51910,7409
1400000US40109106912,40109106912,"Census Tract 1069.12, Oklahoma County, Oklahoma",29565,4065
1400000US40109106913,40109106913,"Census Tract 1069.13, Oklahoma County, Oklahoma",28484,5897
1400000US40109106914,40109106914,"Census Tract 1069.14, Oklahoma County, Oklahoma",35039,7098
1400000US40109106915,40109106915,"Census Tract 1069.15, Oklahoma County, Oklahoma",27917,2806
1400000US40109107001,40109107001,"Census Tract 1070.01, Oklahoma County, Oklahoma",29236,7142
1400000US40109107002,40109107002,"Census Tract 1070.02, Oklahoma County, Oklahoma",34020,4863
1400000US40109107101,40109107101,"Census Tract 1071.01, Oklahoma County, Oklahoma",-,**
1400000US40109107103,40109107103,"Census Tract 1071.03, Oklahoma County, Oklahoma",27337,11400
1400000US40109107104,40109107104,"Census Tract 1071.04, Oklahoma County, Oklahoma",26250,6052
1400000US40109107206,40109107206,"Census Tract 1072.06, Oklahoma County, Oklahoma",38388,3276
1400000US40109107207,40109107207,"Census Tract 1072.07, Oklahoma County, Oklahoma",41096,3588
1400000US40109107209,40109107209,"Census Tract 1072.09, Oklahoma County, Oklahoma",32078,4905
1400000US40109107210,40109107210,"Census Tract 1072.10, Oklahoma County, Oklahoma",52333,11646
1400000US40109107211,40109107211,"Census Tract 1072.11, Oklahoma County, Oklahoma",55000,9096
1400000US40109107212,40109107212,"Census Tract 1072.12, Oklahoma County, Oklahoma",35250,4156
1400000US40109107213,40109107213,"Census Tract 1072.13, Oklahoma County, Oklahoma",34272,3109
1400000US40109107214,40109107214,"Census Tract 1072.14, Oklahoma County, Oklahoma",44742,6180
1400000US40109107215,40109107215,"Census Tract 1072.15, Oklahoma County, Oklahoma",38806,3997
1400000US40109107216,40109107216,"Census Tract 1072.16, Oklahoma County, Oklahoma",22154,4529
1400000US40109107217,40109107217,"Census Tract 1072.17, Oklahoma County, Oklahoma",36000,7213
1400000US40109107218,40109107218,"Census Tract 1072.18, Oklahoma County, Oklahoma",21907,2862
1400000US40109107219,40109107219,"Census Tract 1072.19, Oklahoma County, Oklahoma",36462,4579
1400000US40109107220,40109107220,"Census Tract 1072.20, Oklahoma County, Oklahoma",30290,7394
1400000US40109107221,40109107221,"Census Tract 1072.21, Oklahoma County, Oklahoma",44665,2669
1400000US40109107222,40109107222,"Census Tract 1072.22, Oklahoma County, Oklahoma",35729,6714
1400000US40109107223,40109107223,"Census Tract 1072.23, Oklahoma County, Oklahoma",30395,6282
1400000US40109107302,40109107302,"Census Tract 1073.02, Oklahoma County, Oklahoma",28340,4161
1400000US40109107303,40109107303,"Census Tract 1073.03, Oklahoma County, Oklahoma",34219,6102
1400000US40109107305,40109107305,"Census Tract 1073.05, Oklahoma County, Oklahoma",20833,5559
1400000US40109107306,40109107306,"Census Tract 1073.06, Oklahoma County, Oklahoma",27212,10083
1400000US40109107401,40109107401,"Census Tract 1074.01, Oklahoma County, Oklahoma",34201,4989
1400000US40109107403,40109107403,"Census Tract 1074.03, Oklahoma County, Oklahoma",66380,13287
1400000US40109107404,40109107404,"Census Tract 1074.04, Oklahoma County, Oklahoma",40179,18983
1400000US40109107405,40109107405,"Census Tract 1074.05, Oklahoma County, Oklahoma",66622,8973
1400000US40109107500,40109107500,"Census Tract 1075, Oklahoma County, Oklahoma",48083,8600
1400000US40109107601,40109107601,"Census Tract 1076.01, Oklahoma County, Oklahoma",29643,7555
1400000US40109107604,40109107604,"Census Tract 1076.04, Oklahoma County, Oklahoma",41029,2020
1400000US40109107605,40109107605,"Census Tract 1076.05, Oklahoma County, Oklahoma",34706,5824
1400000US40109107606,40109107606,"Census Tract 1076.06, Oklahoma County, Oklahoma",37794,8165
1400000US40109107607,40109107607,"Census Tract 1076.07, Oklahoma County, Oklahoma",55478,11182
1400000US40109107703,40109107703,"Census Tract 1077.03, Oklahoma County, Oklahoma",53223,9479
1400000US40109107704,40109107704,"Census Tract 1077.04, Oklahoma County, Oklahoma",45250,7270
1400000US40109107705,40109107705,"Census Tract 1077.05, Oklahoma County, Oklahoma",43111,5132
1400000US40109107706,40109107706,"Census Tract 1077.06, Oklahoma County, Oklahoma",40721,6211
1400000US40109107707,40109107707,"Census Tract 1077.07, Oklahoma County, Oklahoma",45469,6873
1400000US40109107801,40109107801,"Census Tract 1078.01, Oklahoma County, Oklahoma",37944,11441
1400000US40109107804,40109107804,"Census Tract 1078.04, Oklahoma County, Oklahoma",38718,6356
1400000US40109107805,40109107805,"Census Tract 1078.05, Oklahoma County, Oklahoma",43897,7733
1400000US40109107806,40109107806,"Census Tract 1078.06, Oklahoma County, Oklahoma",37451,8468
1400000US40109107807,40109107807,"Census Tract 1078.07, Oklahoma County, Oklahoma",47045,7928
1400000US40109107808,40109107808,"Census Tract 1078.08, Oklahoma County, Oklahoma",41583,11156
1400000US40109107809,40109107809,"Census Tract 1078.09, Oklahoma County, Oklahoma",39212,3877
1400000US40109107810,40109107810,"Census Tract 1078.10, Oklahoma County, Oklahoma",41415,6385
1400000US40109107900,40109107900,"Census Tract 1079, Oklahoma County, Oklahoma",23681,4682
1400000US40109108003,40109108003,"Census Tract 1080.03, Oklahoma County, Oklahoma",27303,3431
1400000US40109108005,40109108005,"Census Tract 1080.05, Oklahoma County, Oklahoma",36250,10178
1400000US40109108006,40109108006,"Census Tract 1080.06, Oklahoma County, Oklahoma",48766,4043
1400000US40109108007,40109108007,"Census Tract 1080.07, Oklahoma County, Oklahoma",47036,3382
1400000US40109108008,40109108008,"Census Tract 1080.08, Oklahoma County, Oklahoma",35545,3355
1400000US40109108009,40109108009,"Census Tract 1080.09, Oklahoma County, Oklahoma",54006,8576
1400000US40109108010,40109108010,"Census Tract 1080.10, Oklahoma County, Oklahoma",30573,5437
1400000US40109108011,40109108011,"Census Tract 1080.11, Oklahoma County, Oklahoma",29693,4232
1400000US40109108101,40109108101,"Census Tract 1081.01, Oklahoma County, Oklahoma",137105,25120
1400000US40109108106,40109108106,"Census Tract 1081.06, Oklahoma County, Oklahoma",126205,5071
1400000US40109108107,40109108107,"Census Tract 1081.07, Oklahoma County, Oklahoma",133750,32002
1400000US40109108109,40109108109,"Census Tract 1081.09, Oklahoma County, Oklahoma",101875,6204
1400000US40109108110,40109108110,"Census Tract 1081.10, Oklahoma County, Oklahoma",86667,19919
1400000US40109108113,40109108113,"Census Tract 1081.13, Oklahoma County, Oklahoma",57272,4511
1400000US40109108114,40109108114,"Census Tract 1081.14, Oklahoma County, Oklahoma",58375,14544
1400000US40109108201,40109108201,"Census Tract 1082.01, Oklahoma County, Oklahoma",46978,7716
1400000US40109108203,40109108203,"Census Tract 1082.03, Oklahoma County, Oklahoma",45000,10081
1400000US40109108204,40109108204,"Census Tract 1082.04, Oklahoma County, Oklahoma",32193,6924
1400000US40109108206,40109108206,"Census Tract 1082.06, Oklahoma County, Oklahoma",119107,12822
1400000US40109108207,40109108207,"Census Tract 1082.07, Oklahoma County, Oklahoma",21364,9347
1400000US40109108208,40109108208,"Census Tract 1082.08, Oklahoma County, Oklahoma",22974,3973
1400000US40109108213,40109108213,"Census Tract 1082.13, Oklahoma County, Oklahoma",125768,8334
1400000US40109108215,40109108215,"Census Tract 1082.15, Oklahoma County, Oklahoma",82670,11866
1400000US40109108216,40109108216,"Census Tract 1082.16, Oklahoma County, Oklahoma",57969,8886
1400000US40109108217,40109108217,"Census Tract 1082.17, Oklahoma County, Oklahoma",71056,8482
1400000US40109108218,40109108218,"Census Tract 1082.18, Oklahoma County, Oklahoma",97273,13246
1400000US40109108219,40109108219,"Census Tract 1082.19, Oklahoma County, Oklahoma",88396,4708
1400000US40109108220,40109108220,"Census Tract 1082.20, Oklahoma County, Oklahoma",76000,7428
1400000US40109108221,40109108221,"Census Tract 1082.21, Oklahoma County, Oklahoma",104271,14607
1400000US40109108301,40109108301,"Census Tract 1083.01, Oklahoma County, Oklahoma",37813,6387
1400000US40109108302,40109108302,"Census Tract 1083.02, Oklahoma County, Oklahoma",60176,4365
1400000US40109108303,40109108303,"Census Tract 1083.03, Oklahoma County, Oklahoma",45278,12927
1400000US40109108304,40109108304,"Census Tract 1083.04, Oklahoma County, Oklahoma",61250,7077
1400000US40109108307,40109108307,"Census Tract 1083.07, Oklahoma County, Oklahoma",51385,6564
1400000US40109108309,40109108309,"Census Tract 1083.09, Oklahoma County, Oklahoma",33021,9514
1400000US40109108310,40109108310,"Census Tract 1083.10, Oklahoma County, Oklahoma",36586,2893
1400000US40109108313,40109108313,"Census Tract 1083.13, Oklahoma County, Oklahoma",29692,4670
1400000US40109108314,40109108314,"Census Tract 1083.14, Oklahoma County, Oklahoma",31566,2574
1400000US40109108315,40109108315,"Census Tract 1083.15, Oklahoma County, Oklahoma",59332,13148
1400000US40109108316,40109108316,"Census Tract 1083.16, Oklahoma County, Oklahoma",83487,13411
1400000US40109108317,40109108317,"Census Tract 1083.17, Oklahoma County, Oklahoma",66276,8348
1400000US40109108318,40109108318,"Census Tract 1083.18, Oklahoma County, Oklahoma",80074,16339
1400000US40109108402,40109108402,"Census Tract 1084.02, Oklahoma County, Oklahoma",60833,5763
1400000US40109108403,40109108403,"Census Tract 1084.03, Oklahoma County, Oklahoma",53460,9162
1400000US40109108404,40109108404,"Census Tract 1084.04, Oklahoma County, Oklahoma",49228,6857
1400000US40109108504,40109108504,"Census Tract 1085.04, Oklahoma County, Oklahoma",60026,12588
1400000US40109108506,40109108506,"Census Tract 1085.06, Oklahoma County, Oklahoma",77743,13428
1400000US40109108507,40109108507,"Census Tract 1085.07, Oklahoma County, Oklahoma",43661,12110
1400000US40109108508,40109108508,"Census Tract 1085.08, Oklahoma County, Oklahoma",60968,6532
