time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2006-01-27T16:58:53.000Z,-5.45,128.17,397,7.6,mw,370,,,,centennial,centennial20060127165853,2014-04-09T14:31:29.216Z,"Banda Sea",earthquake
2006-01-02T22:13:41.000Z,-19.94,-178.12,593,7.2,mw,566,,,,centennial,centennial20060102221341,2014-04-09T14:27:18.758Z,"Fiji region",earthquake
2006-01-02T06:10:49.000Z,-60.91,-21.57,13,7.4,mw,196,,,,centennial,centennial20060102061049,2013-07-09T19:08:37.000Z,"east of the South Sandwich Islands",earthquake
2005-11-14T21:38:52.000Z,38.11,144.91,17.4,7,mw,672,,,,centennial,centennial20051114213852,2014-04-09T13:47:53.100Z,"off the east coast of Honshu, Japan",earthquake
2005-10-08T03:50:39.000Z,34.46,73.58,19.1,7.6,mw,633,,,,centennial,centennial20051008035039,2014-04-09T13:38:56.760Z,"Pakistan",earthquake
2005-09-26T01:55:38.000Z,-5.71,-76.42,128.3,7.5,mw,650,,,,centennial,centennial20050926015538,2014-04-09T13:37:10.024Z,"northern Peru",earthquake
2005-09-09T07:26:44.000Z,-4.54,153.49,93.8,7.6,mw,449,,,,centennial,centennial20050909072644,2014-08-08T09:24:17.842Z,"New Ireland region, Papua New Guinea",earthquake
2005-08-16T02:46:28.000Z,38.27,142.03,40,7.2,mw,678,,,,centennial,centennial20050816024628,2014-04-02T01:15:30.940Z,"near the east coast of Honshu, Japan",earthquake
2005-07-24T15:42:06.000Z,7.89,92.18,16,7.2,mw,636,,,,centennial,centennial20050724154206,2014-08-08T05:13:01.454Z,"Nicobar Islands, India region",earthquake
2005-06-15T02:50:53.000Z,41.2,-125.98,9.9,7.2,mw,358,,,,centennial,centennial20050615025053,2014-04-09T14:25:38.336Z,"off the coast of Northern California",earthquake
2005-06-13T22:44:32.000Z,-20,-69.19,105.5,7.8,mw,692,,,,centennial,centennial20050613224432,2014-04-09T14:25:22.474Z,"Tarapaca, Chile",earthquake
2005-03-28T16:09:37.000Z,2.05,97.06,33.7,8.6,mw,901,,,,centennial,centennial20050328160937,2014-08-07T20:36:16.285Z,"northern Sumatra, Indonesia",earthquake
2005-03-02T10:42:08.000Z,-6.59,129.85,175.7,7.1,mw,757,,,,centennial,centennial20050302104208,2014-04-09T14:08:51.001Z,"Banda Sea",earthquake
2005-02-05T12:23:19.000Z,5.28,123.36,532.9,7.1,mw,827,,,,centennial,centennial20050205122319,2014-08-08T08:15:57.879Z,"Celebes Sea",earthquake
2004-12-26T04:21:27.000Z,6.88,92.89,23.2,7.2,mw,798,,,,centennial,centennial20041226042127,2014-08-08T06:44:56.880Z,"Nicobar Islands, India region",earthquake
2004-12-26T00:58:53.450Z,3.295,95.982,30,9.1,mw,601,22,,1.17,official,official20041226005853450_30,2014-03-03T20:53:08.029Z,"off the west coast of northern Sumatra",earthquake
2004-12-23T14:59:03.000Z,-49.33,161.42,3.5,8.1,mw,604,,,,centennial,centennial20041223145903,2013-07-09T19:08:36.000Z,"north of Macquarie Island",earthquake
2004-11-28T18:32:14.000Z,43.02,145.15,39,7,mw,999,,,,centennial,centennial20041128183214,2014-04-09T13:21:23.384Z,"Hokkaido, Japan region",earthquake
2004-11-26T02:25:05.000Z,-3.61,135.42,24,7.1,mw,517,,,,centennial,centennial20041126022505,2014-03-18T09:17:32.565Z,"Papua, Indonesia",earthquake
2004-11-22T20:26:26.000Z,-46.7,164.82,24,7.1,mw,795,,,,centennial,centennial20041122202626,2014-08-08T07:47:02.504Z,"off the west coast of the South Island of New Zealand",earthquake
2004-11-15T09:06:56.000Z,4.72,-77.47,15,7.2,mw,999,,,,centennial,centennial20041115090656,2014-08-08T03:32:02.409Z,"near the west coast of Colombia",earthquake
2004-11-11T21:26:41.000Z,-8.18,124.71,13,7.5,mw,524,,,,centennial,centennial20041111212641,2014-08-08T08:38:30.968Z,"Kepulauan Alor, Indonesia",earthquake
2004-09-05T14:57:19.000Z,33.2,137.09,14,7.4,mw,999,,,,centennial,centennial20040905145719,2014-04-02T01:03:09.077Z,"near the south coast of Honshu, Japan",earthquake
2004-09-05T10:07:07.000Z,33.08,136.7,15,7.2,mw,999,,,,centennial,centennial20040905100707,2014-04-07T21:18:49.004Z,"near the south coast of western Honshu, Japan",earthquake
2004-07-25T14:35:18.000Z,-2.52,103.92,580.9,7.3,mw,999,,,,centennial,centennial20040725143518,2014-03-18T09:05:44.389Z,"southern Sumatra, Indonesia",earthquake
2004-07-15T04:27:14.730Z,-17.656,-178.76,565.5,7.1,mwc,208,52.2,,0.93,pde,pde20040715042714730_565,2013-03-16T01:19:34.102Z,"Fiji region",earthquake
2004-07-15T04:27:09.000Z,-17.83,-178.65,566,7,mw,385,,,,centennial,centennial20040715042709,2014-03-18T09:05:04.695Z,"Fiji region",earthquake
2004-02-07T02:42:36.000Z,-4.05,135.05,20,7.3,mw,581,,,,centennial,centennial20040207024236,2014-03-18T08:57:19.067Z,"near the south coast of Papua, Indonesia",earthquake
2004-02-05T21:05:04.000Z,-3.62,135.57,23,7,mw,529,,,,centennial,centennial20040205210504,2014-03-18T08:56:46.035Z,"Papua, Indonesia",earthquake
2004-01-03T16:23:20.000Z,-22.27,169.75,19,7.1,mw,697,,,,centennial,centennial20040103162320,2013-07-09T19:08:35.000Z,"southeast of the Loyalty Islands",earthquake
2003-12-27T16:01:03.000Z,-21.97,169.86,18,7.2,mw,419,,,,centennial,centennial20031227160103,2014-03-17T18:31:11.713Z,"southeast of the Loyalty Islands",earthquake
2003-11-17T06:43:07.000Z,51.12,178.65,29.9,7.8,mw,999,,,,centennial,centennial20031117064307,2013-07-09T19:08:35.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2003-10-31T01:06:31.000Z,37.87,142.59,20,7,mw,853,,,,centennial,centennial20031031010631,2014-03-18T08:51:55.694Z,"off the east coast of Honshu, Japan",earthquake
2003-09-27T11:33:26.000Z,50.03,87.81,12.3,7.2,mw,999,,,,centennial,centennial20030927113326,2014-03-18T08:48:28.779Z,"southwestern Siberia, Russia",earthquake
2003-09-25T21:08:02.000Z,41.8,143.55,37.9,7.3,mw,862,,,,centennial,centennial20030925210802,2014-04-07T21:16:02.080Z,"Hokkaido, Japan region",earthquake
2003-09-25T19:50:08.000Z,41.86,143.87,27,8.3,mw,999,,,,centennial,centennial20030925195008,2014-04-02T00:57:41.450Z,"Hokkaido, Japan region",earthquake
2003-08-21T12:12:51.000Z,-45.2,167.14,28,7.2,mw,638,,,,centennial,centennial20030821121251,2014-04-07T21:15:36.513Z,"South Island of New Zealand",earthquake
2003-08-04T04:37:23.000Z,-60.57,-43.5,22,7.6,mw,449,,,,centennial,centennial20030804043723,2014-03-17T18:30:09.713Z,"Scotia Sea",earthquake
2003-07-15T20:27:52.000Z,-2.66,68.33,10,7.5,mw,877,,,,centennial,centennial20030715202752,2013-07-09T19:08:34.000Z,"Carlsberg Ridge",earthquake
2003-06-20T06:19:39.000Z,-7.64,-71.67,553,7,mw,999,,,,centennial,centennial20030620061939,2014-03-18T08:39:49.732Z,"Amazonas, Brazil",earthquake
2003-05-26T09:24:34.000Z,38.86,141.5,68,7,mw,999,,,,centennial,centennial20030526092434,2014-04-02T00:52:47.156Z,"near the east coast of Honshu, Japan",earthquake
2003-03-17T16:36:18.000Z,51.28,177.93,28,7,mw,999,,,,centennial,centennial20030317163618,2013-07-09T19:08:34.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2003-01-22T02:06:36.000Z,18.9,-104.06,24,7.5,mw,858,,,,centennial,centennial20030122020636,2014-04-07T21:13:05.795Z,"offshore Colima, Mexico",earthquake
2003-01-20T08:43:05.000Z,-10.49,160.88,21,7.2,mw,814,,,,centennial,centennial20030120084305,2014-03-18T08:29:18.389Z,"Solomon Islands",earthquake
2002-11-17T04:53:53.540Z,47.824,146.209,459.1,7.3,mwc,326,,,1.02,pde,pde20021117045353540_459,2013-03-16T01:11:52.956Z,"northwest of the Kuril Islands",earthquake
2002-11-17T04:53:48.000Z,47.95,146.39,459,7.3,mw,999,,,,centennial,centennial20021117045348,2013-07-09T19:08:33.000Z,"northwest of the Kuril Islands",earthquake
2002-11-03T22:12:43.000Z,63.54,-147.73,19,7.8,mw,999,,,,centennial,centennial20021103221243,2014-08-09T00:16:55.023Z,"Central Alaska",earthquake
2002-11-02T01:26:12.000Z,2.82,96.09,31.5,7.2,mw,888,,,,centennial,centennial20021102012612,2014-03-18T08:25:39.292Z,"Simeulue, Indonesia",earthquake
2002-10-10T10:50:23.000Z,-1.7,134.23,16,7.5,mw,648,,,,centennial,centennial20021010105023,2014-03-18T08:21:46.983Z,"near the north coast of Papua, Indonesia",earthquake
2002-09-08T18:44:25.000Z,-3.26,142.94,13,7.6,mw,580,,,,centennial,centennial20020908184425,2014-03-18T08:18:12.463Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
2002-08-19T11:08:25.000Z,-23.92,178.53,675,7.7,mw,438,,,,centennial,centennial20020819110825,2013-07-09T19:08:33.000Z,"south of the Fiji Islands",earthquake
2002-08-19T11:01:01.000Z,-21.72,-179.36,580,7.6,mw,748,,,,centennial,centennial20020819110101,2013-07-09T19:08:33.000Z,"Fiji region",earthquake
2002-06-28T17:19:31.000Z,43.76,130.68,566,7.3,mw,999,,,,centennial,centennial20020628171931,2014-03-18T08:14:41.375Z,"Jilin-Heilongjiang border region, China",earthquake
2002-04-26T16:06:05.000Z,13.1,144.67,54,7,mw,463,,,,centennial,centennial20020426160605,2014-03-18T08:10:38.959Z,"Guam region",earthquake
2002-03-31T06:52:52.000Z,24.3,122.14,34,7.1,mw,755,,,,centennial,centennial20020331065252,2014-03-18T08:08:00.698Z,"Taiwan region",earthquake
2002-03-05T21:16:10.000Z,6.02,124.21,31,7.5,mw,436,,,,centennial,centennial20020305211610,2014-03-18T08:06:42.369Z,"Mindanao, Philippines",earthquake
2002-03-03T12:08:19.740Z,36.502,70.482,225.6,7.4,mwc,138,,,1.06,pde,pde20020303120819740_225,2013-03-16T01:08:40.658Z,"Hindu Kush region, Afghanistan",earthquake
2002-03-03T12:08:08.000Z,36.42,70.46,204.9,7.3,mw,722,,,,centennial,centennial20020303120808,2014-03-18T08:06:06.929Z,"Hindu Kush region, Afghanistan",earthquake
2002-01-02T17:22:50.000Z,-17.59,167.97,21,7.2,mw,433,,,,centennial,centennial20020102172250,2014-03-18T07:59:56.933Z,"Vanuatu",earthquake
2001-12-12T14:02:37.000Z,-42.83,124.65,15.8,7,mw,383,,,,centennial,centennial20011212140237,2013-07-09T19:08:33.000Z,"south of Australia",earthquake
2001-11-14T09:26:12.000Z,35.88,90.58,15,7.8,mw,576,,,,centennial,centennial20011114092612,2014-04-07T21:05:43.681Z,"southern Qinghai, China",earthquake
2001-10-19T03:28:45.000Z,-4.11,123.93,29,7.5,mw,343,,,,centennial,centennial20011019032845,2014-03-18T07:55:59.140Z,"Banda Sea",earthquake
2001-10-12T15:02:18.000Z,12.75,145.04,37,7,mw,490,,,,centennial,centennial20011012150218,2014-03-18T07:55:48.036Z,"Guam region",earthquake
2001-08-21T06:52:10.000Z,-36.81,-179.66,58,7.1,mw,597,,,,centennial,centennial20010821065210,2013-07-09T19:08:32.000Z,"east of the North Island of New Zealand",earthquake
2001-07-07T09:38:42.000Z,-17.53,-71.93,14.1,7.6,mw,559,,,,centennial,centennial20010707093842,2014-03-18T07:52:45.597Z,"near the coast of southern Peru",earthquake
2001-06-23T20:33:15.000Z,-16.38,-73.5,32,8.4,mw,683,,,,centennial,centennial20010623203315,2014-04-08T21:10:49.916Z,"near the coast of southern Peru",earthquake
2001-06-03T02:41:58.000Z,-29.8,-178.46,187,7.1,mw,612,,,,centennial,centennial20010603024158,2013-07-09T19:08:32.000Z,"Kermadec Islands, New Zealand",earthquake
2001-02-24T07:23:49.000Z,1.33,126.27,35,7,mw,468,,,,centennial,centennial20010224072349,2014-03-18T07:43:19.665Z,"Molucca Sea",earthquake
2001-02-13T19:28:31.000Z,-4.83,102.32,34,7.3,mw,433,,,,centennial,centennial20010213192831,2014-03-18T07:41:35.134Z,"southern Sumatra, Indonesia",earthquake
2001-01-26T03:16:41.000Z,23.4,70.28,16,7.6,mw,756,,,,centennial,centennial20010126031641,2014-03-20T18:10:52.959Z,"Gujarat, India",earthquake
2001-01-13T17:33:31.000Z,13.07,-88.7,38,7.7,mw,544,,,,centennial,centennial20010113173331,2014-03-20T18:10:13.389Z,"offshore El Salvador",earthquake
2001-01-09T16:49:29.000Z,-14.94,167.29,103,7,mw,396,,,,centennial,centennial20010109164929,2014-03-18T07:34:08.432Z,"Vanuatu",earthquake
2001-01-01T06:57:05.000Z,6.88,126.69,36,7.4,mw,401,,,,centennial,centennial20010101065705,2014-03-18T07:33:08.587Z,"Mindanao, Philippines",earthquake
2000-12-06T17:11:07.000Z,39.53,54.8,30,7,mw,600,,,,centennial,centennial20001206171107,2014-03-18T07:31:04.309Z,"Turkmenistan",earthquake
2000-11-17T21:01:57.000Z,-5.49,151.88,29.7,7.8,mw,460,,,,centennial,centennial20001117210157,2014-03-18T07:28:40.862Z,"New Britain region, Papua New Guinea",earthquake
2000-11-16T07:42:18.000Z,-5.19,153.12,30,7.8,mw,422,,,,centennial,centennial20001116074218,2014-03-18T07:28:01.931Z,"New Ireland region, Papua New Guinea",earthquake
2000-11-16T04:54:57.000Z,-3.99,152.26,27.6,8,mw,326,,,,centennial,centennial20001116045457,2014-03-18T07:27:45.290Z,"New Ireland region, Papua New Guinea",earthquake
2000-10-29T08:37:08.770Z,-4.766,153.945,50,7,mwc,60,,,0.96,pde,pde20001029083708770_50,2013-03-16T01:03:16.667Z,"New Ireland region, Papua New Guinea",earthquake
2000-08-06T07:27:13.000Z,28.82,139.6,395,7.3,mw,742,,,,centennial,centennial20000806072713,2013-07-09T19:08:31.000Z,"Bonin Islands, Japan region",earthquake
2000-06-18T14:44:13.000Z,-13.87,97.3,8.2,7.9,mw,566,,,,centennial,centennial20000618144413,2013-07-09T19:08:31.000Z,"South Indian Ocean",earthquake
2000-06-04T16:28:27.000Z,-4.76,102.03,34.1,7.8,mw,603,,,,centennial,centennial20000604162827,2014-03-18T07:14:24.459Z,"southern Sumatra, Indonesia",earthquake
2000-05-12T18:43:19.000Z,-23.75,-66.77,225,7.2,mw,623,,,,centennial,centennial20000512184319,2014-03-18T07:13:14.170Z,"Jujuy, Argentina",earthquake
2000-05-04T04:21:17.000Z,-1.14,123.52,26,7.5,mw,443,,,,centennial,centennial20000504042117,2014-03-18T07:12:09.005Z,"Sulawesi, Indonesia",earthquake
2000-03-28T11:00:20.000Z,22.26,143.68,102,7.6,mw,632,,,,centennial,centennial20000328110020,2013-07-09T19:08:31.000Z,"Volcano Islands, Japan region",earthquake
2000-02-25T01:43:57.000Z,-19.5,173.97,14,7.1,mw,383,,,,centennial,centennial20000225014357,2013-07-09T19:08:30.000Z,"Vanuatu region",earthquake
2000-01-08T16:47:18.000Z,-16.94,-174.09,155,7.2,mw,518,,,,centennial,centennial20000108164718,2014-03-17T18:20:12.728Z,"Tonga",earthquake
1999-12-11T18:03:38.000Z,15.758,119.758,43.5,7.3,ms,445,,,,centennial,centennial19991211180338,2014-03-18T07:03:48.082Z,"Luzon, Philippines",earthquake
1999-12-06T23:12:34.000Z,57.346,-154.519,58.5,7,ms,461,,,,centennial,centennial19991206231234,2014-03-17T18:19:48.068Z,"Kodiak Island region, Alaska",earthquake
1999-11-26T13:21:15.000Z,-16.393,168.314,24.3,7.4,ms,194,,,,centennial,centennial19991126132115,2014-03-18T07:01:14.105Z,"Vanuatu",earthquake
1999-11-19T13:56:49.000Z,-6.359,148.813,45.5,7,ms,238,,,,centennial,centennial19991119135649,2014-03-18T07:00:46.980Z,"New Britain region, Papua New Guinea",earthquake
1999-11-15T05:42:45.000Z,-1.35,88.869,13.3,7,ms,452,,,,centennial,centennial19991115054245,2013-07-09T19:08:30.000Z,"South Indian Ocean",earthquake
1999-11-12T16:57:21.000Z,40.782,31.213,10,7.2,ms,218,,,,centennial,centennial19991112165721,2014-03-20T18:09:41.306Z,"western Turkey",earthquake
1999-10-16T09:46:48.000Z,34.517,-116.45,15,7.1,,,,,,atlas,atlas19991016094648,2014-04-08T21:09:02.179Z,"Southern California",earthquake
1999-10-16T09:46:46.000Z,34.515,-116.435,5.1,7.2,ms,351,,,,centennial,centennial19991016094646,2014-08-08T21:36:36.336Z,"Southern California",earthquake
1999-09-30T16:31:14.000Z,16.045,-96.869,40,7.5,ms,525,,,,centennial,centennial19990930163114,2014-03-18T06:55:57.985Z,"Oaxaca, Mexico",earthquake
1999-09-20T17:47:19.000Z,23.789,120.954,31.3,7.7,ms,363,,,,centennial,centennial19990920174719,2014-03-20T18:07:41.260Z,"Taiwan",earthquake
1999-08-17T00:01:40.000Z,40.747,29.938,17,7.6,ms,164,,,,centennial,centennial19990817000140,2014-03-20T18:06:31.034Z,"western Turkey",earthquake
1999-06-15T20:42:06.000Z,18.362,-97.45,67.1,7,ms,390,,,,centennial,centennial19990615204206,2014-03-18T06:48:33.901Z,"Puebla, Mexico",earthquake
1999-05-16T00:51:18.000Z,-4.709,152.612,46,7.1,ms,322,,,,centennial,centennial19990516005118,2014-03-18T06:47:05.799Z,"New Britain region, Papua New Guinea",earthquake
1999-05-10T20:33:01.000Z,-5.158,150.975,124,7.1,ms,382,,,,centennial,centennial19990510203301,2014-03-18T06:46:36.578Z,"New Britain region, Papua New Guinea",earthquake
1999-04-08T13:10:35.000Z,43.616,130.339,574.2,7.1,ms,623,,,,centennial,centennial19990408131035,2014-03-18T06:44:30.031Z,"Jilin-Heilongjiang border region, China",earthquake
1999-04-05T11:08:03.000Z,-5.6,149.65,138,7.4,ms,206,,,,centennial,centennial19990405110803,2014-03-18T06:43:59.187Z,"New Britain region, Papua New Guinea",earthquake
1999-03-04T08:52:02.000Z,5.421,121.875,28.6,7.1,ms,215,,,,centennial,centennial19990304085202,2014-03-18T06:41:02.556Z,"Sulu Archipelago, Philippines",earthquake
1999-02-06T21:48:01.000Z,-12.818,166.779,90,7.3,ms,205,,,,centennial,centennial19990206214801,2014-03-18T06:38:36.166Z,"Santa Cruz Islands",earthquake
1999-01-19T03:35:31.000Z,-4.553,153.406,75,7,ms,209,,,,centennial,centennial19990119033531,2014-03-18T06:36:30.235Z,"New Ireland region, Papua New Guinea",earthquake
1998-11-29T14:10:31.000Z,-1.939,124.818,20.5,7.7,ms,338,,,,centennial,centennial19981129141031,2014-03-18T06:34:40.407Z,"Kepulauan Sula, Indonesia",earthquake
1998-11-09T05:38:45.000Z,-6.976,128.928,31.1,7,ms,294,,,,centennial,centennial19981109053845,2014-03-18T06:33:16.093Z,"Banda Sea",earthquake
1998-08-20T06:40:55.000Z,28.975,139.393,425,7.1,ms,640,,,,centennial,centennial19980820064055,2013-07-09T19:08:29.000Z,"Bonin Islands, Japan region",earthquake
1998-08-04T18:59:20.000Z,-0.595,-80.31,25.9,7.2,ms,510,,,,centennial,centennial19980804185920,2014-03-18T06:27:05.734Z,"near the coast of Ecuador",earthquake
1998-07-17T08:49:14.000Z,-2.975,142.692,10,7,ms,71,,,,centennial,centennial19980717084914,2014-03-20T18:05:28.989Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
1998-07-16T11:56:35.000Z,-11.033,166.267,93,7,ms,489,,,,centennial,centennial19980716115635,2014-03-18T06:25:08.822Z,"Santa Cruz Islands",earthquake
1998-05-03T23:30:22.000Z,22.432,125.373,23.9,7.5,ms,621,,,,centennial,centennial19980503233022,2013-07-09T19:08:28.000Z,"southeast of Taiwan",earthquake
1998-04-01T17:56:21.000Z,-0.564,99.195,32,7,ms,661,,,,centennial,centennial19980401175621,2014-03-18T06:18:23.383Z,"southern Sumatra, Indonesia",earthquake
1998-03-29T19:48:16.000Z,-17.714,-178.912,538.3,7.2,ms,591,,,,centennial,centennial19980329194816,2014-03-18T06:18:13.251Z,"Fiji region",earthquake
1998-03-25T03:12:28.000Z,-62.901,149.607,20.1,8.1,ms,460,,,,centennial,centennial19980325031228,2013-07-09T19:08:28.000Z,"Balleny Islands region",earthquake
1998-01-30T12:16:10.000Z,-23.846,-70.149,41.4,7.1,ms,471,,,,centennial,centennial19980130121610,2014-03-18T06:15:50.853Z,"Antofagasta, Chile",earthquake
1998-01-04T06:12:00.000Z,-22.247,171.014,100.4,7.5,ms,429,,,,centennial,centennial19980104061200,2013-07-09T19:08:28.000Z,"southeast of the Loyalty Islands",earthquake
1997-12-22T02:05:52.000Z,-5.558,147.877,191.3,7.2,ms,569,,,,centennial,centennial19971222020552,2014-03-18T06:13:31.647Z,"eastern New Guinea region, Papua New Guinea",earthquake
1997-12-05T11:48:41.000Z,54.417,162.26,28.3,7.3,ms,173,,,,centennial,centennial19971205114841,2014-03-17T18:15:33.762Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1997-12-05T11:26:56.000Z,54.797,162.003,36.9,7.8,ms,688,,,,centennial,centennial19971205112656,2013-07-09T19:08:27.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
1997-11-25T12:14:35.000Z,1.204,122.485,24,7,ms,314,,,,centennial,centennial19971125121435,2014-03-18T06:11:46.547Z,"Minahasa, Sulawesi, Indonesia",earthquake
1997-11-15T18:59:25.000Z,-15.113,167.438,126.9,7,ms,369,,,,centennial,centennial19971115185925,2014-03-18T06:11:02.577Z,"Vanuatu",earthquake
1997-11-08T10:02:53.000Z,35.106,87.369,24,7.5,ms,477,,,,centennial,centennial19971108100253,2014-03-17T18:15:24.287Z,"western Xizang",earthquake
1997-10-28T06:15:18.000Z,-4.355,-76.599,112,7.2,ms,635,,,,centennial,centennial19971028061518,2014-03-18T06:09:37.575Z,"northern Peru",earthquake
1997-10-15T01:03:35.000Z,-30.891,-71.154,62.3,7.1,ms,394,,,,centennial,centennial19971015010335,2014-03-18T06:08:49.687Z,"Coquimbo, Chile",earthquake
1997-10-14T09:53:18.000Z,-22.256,-176.627,163.4,7.7,ms,634,,,,centennial,centennial19971014095318,2014-03-17T18:15:12.088Z,"south of the Fiji Islands",earthquake
1997-09-20T16:11:33.000Z,-28.795,-177.437,29.8,7,ms,564,,,,centennial,centennial19970920161133,2013-07-09T19:08:27.000Z,"Kermadec Islands region",earthquake
1997-07-09T19:24:12.000Z,10.465,-63.532,9.8,7,ms,511,,,,centennial,centennial19970709192412,2014-03-20T18:02:31.802Z,"Sucre, Venezuela",earthquake
1997-05-25T23:22:34.000Z,-32.255,179.928,340.8,7.1,ms,514,,,,centennial,centennial19970525232234,2013-07-09T19:08:26.000Z,"south of the Kermadec Islands",earthquake
1997-05-10T07:57:31.000Z,33.833,59.797,12.1,7.2,ms,484,,,,centennial,centennial19970510075731,2014-03-20T17:59:57.690Z,"eastern Iran",earthquake
1997-04-21T12:02:27.000Z,-12.562,166.796,28,7.7,ms,402,,,,centennial,centennial19970421120227,2014-03-18T05:55:37.382Z,"Santa Cruz Islands",earthquake
1997-02-27T21:08:03.000Z,29.945,68.189,24.2,7.1,ms,535,,,,centennial,centennial19970227210803,2014-03-18T05:50:05.371Z,"Pakistan",earthquake
1997-01-23T02:15:23.000Z,-22.044,-65.663,268.6,7.1,ms,430,,,,centennial,centennial19970123021523,2014-03-18T05:48:31.074Z,"Potosi, Bolivia",earthquake
1997-01-11T20:28:27.000Z,18.181,-102.81,35,7.2,ms,488,,,,centennial,centennial19970111202827,2014-04-07T21:02:41.284Z,"Michoacan, Mexico",earthquake
1996-11-12T16:59:44.000Z,-14.959,-75.562,21,7.7,,,,,,atlas,atlas19961112165944,2014-04-07T21:01:22.848Z,"near the coast of central Peru",earthquake
1996-11-12T16:59:43.000Z,-14.96,-75.563,16.9,7.7,ms,461,,,,centennial,centennial19961112165943,2014-03-18T05:41:48.500Z,"near the coast of central Peru",earthquake
1996-08-05T22:38:23.000Z,-20.8,-178.232,556.6,7.4,ms,697,,,,centennial,centennial19960805223823,2013-07-09T19:08:24.000Z,"Fiji region",earthquake
1996-07-22T14:19:36.000Z,1.02,120.407,30.2,7,ms,341,,,,centennial,centennial19960722141936,2014-03-18T05:29:50.082Z,"Minahasa, Sulawesi, Indonesia",earthquake
1996-06-17T11:22:19.000Z,-7.146,122.512,590.9,7.9,ms,544,,,,centennial,centennial19960617112219,2014-03-17T18:11:22.522Z,"Flores Sea",earthquake
1996-06-11T18:22:58.000Z,12.68,125.124,38.5,7.1,ms,463,,,,centennial,centennial19960611182258,2014-03-18T05:27:53.706Z,"Samar, Philippines",earthquake
1996-06-10T15:24:58.000Z,51.433,-176.841,27.3,7.3,ms,591,,,,centennial,centennial19960610152458,2013-07-09T19:08:24.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1996-06-10T04:03:36.000Z,51.593,-177.588,28.7,7.9,ms,774,,,,centennial,centennial19960610040336,2013-07-09T19:08:24.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1996-04-29T14:40:43.000Z,-6.538,155.104,48.9,7.2,ms,570,,,,centennial,centennial19960429144043,2014-03-18T05:25:10.556Z,"Bougainville region, Papua New Guinea",earthquake
1996-04-16T00:30:55.000Z,-24.277,-176.904,109.6,7.2,ms,597,,,,centennial,centennial19960416003055,2013-07-09T19:08:24.000Z,"south of the Fiji Islands",earthquake
1996-02-25T03:08:17.000Z,15.936,-98.114,21,7.1,,,,,,atlas,atlas19960225030817,2014-04-07T20:59:59.891Z,"offshore Oaxaca, Mexico",earthquake
1996-02-25T03:08:16.000Z,15.934,-98.11,18.3,7.1,ms,371,,,,centennial,centennial19960225030816,2014-03-18T05:20:59.657Z,"offshore Oaxaca, Mexico",earthquake
1996-02-21T12:51:04.000Z,-9.708,-79.845,15,7.5,ms,262,,,,centennial,centennial19960221125104,2014-04-07T20:59:28.119Z,"off the coast of northern Peru",earthquake
1996-02-17T05:59:32.000Z,-0.919,136.975,35.9,8.2,ms,300,,,,centennial,centennial19960217055932,2014-04-07T20:58:33.842Z,"Biak region, Indonesia",earthquake
1996-02-07T21:36:46.000Z,45.371,149.897,33.2,7.2,ms,674,,,,centennial,centennial19960207213646,2014-03-17T18:10:22.496Z,"Kuril Islands",earthquake
1996-01-01T08:05:12.000Z,0.707,119.902,25.2,7.9,ms,417,,,,centennial,centennial19960101080512,2014-04-07T20:57:10.797Z,"Minahasa, Sulawesi, Indonesia",earthquake
1995-12-25T04:43:25.000Z,-6.92,129.202,144.9,7.1,ms,489,,,,centennial,centennial19951225044325,2014-03-18T05:15:56.001Z,"Banda Sea",earthquake
1995-12-03T18:01:09.000Z,44.706,149.26,25.9,7.9,ms,744,,,,centennial,centennial19951203180109,2013-07-09T19:08:23.000Z,"Kuril Islands",earthquake
1995-11-22T04:15:13.000Z,28.761,34.806,12.5,7.2,ms,372,,,,centennial,centennial19951122041513,2014-04-07T20:55:39.829Z,"Egypt",earthquake
1995-10-21T02:38:58.000Z,16.829,-93.466,161.7,7.2,ms,590,,,,centennial,centennial19951021023858,2014-03-18T05:11:00.722Z,"Chiapas, Mexico",earthquake
1995-10-18T10:37:28.000Z,28.073,130.277,31.6,7.1,ms,652,,,,centennial,centennial19951018103728,2014-03-18T05:10:16.339Z,"Ryukyu Islands, Japan",earthquake
1995-10-09T15:35:54.000Z,19.052,-104.208,25.6,8,ms,521,,,,centennial,centennial19951009153554,2014-03-18T05:09:26.109Z,"Colima, Mexico",earthquake
1995-10-09T15:35:00.000Z,19.053,-104.208,26.4,8,,,,,,atlas,atlas19951009153500,2014-04-07T20:54:57.555Z,"Colima, Mexico",earthquake
1995-10-03T01:51:25.000Z,-2.785,-77.822,23.6,7,ms,639,,,,centennial,centennial19951003015125,2014-03-18T05:07:31.968Z,"Peru-Ecuador border region",earthquake
