x	y	id	broad_street_by_bird_pump_distance	closest_by_bird_pump_distance	closest_by_bird_pump_id	closest_street_id	closest_street_distance_from	closest_by_path_pump_id	closest_by_path_pump_distance	path_to_closest_pump	broad_street_by_path_pump_distance	path_to_broad_street_pump
8.280715	11.56829	1	4.293585207947916	1.321183006491231	3	133	0.10805775825724125	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
8.311067	7.202524	2	6.214701478183063	2.2113713561676795	4	144	0.06036954267571702	5	2.5183600539893733	212,204,174,170,148,144	7.568414924514338	311,312,321,309,305,289,277,260,255,224,229,198,212,204,174,170,148,144
8.325407	7.166975	3	6.23085001580617	2.173126226114231	4	144	0.09773982102102202	5	2.5183600539893733	212,204,174,170,148,144	7.568414924514338	311,312,321,309,305,289,277,260,255,224,229,198,212,204,174,170,148,144
8.342558	7.136541	4	6.24152526132864	2.1388845080540655	4	144	0.13251713354196637	5	2.5183600539893733	212,204,174,170,148,144	7.568414924514338	311,312,321,309,305,289,277,260,255,224,229,198,212,204,174,170,148,144
8.436085	7.393596	5	5.990021671987602	2.225160780908897	5	144	0.025060686688838225	5	2.5183600539893733	212,204,174,170,148,144	7.568414924514338	311,312,321,309,305,289,277,260,255,224,229,198,212,204,174,170,148,144
8.73591	12.05172	6	3.8491565747109004	0.7134880027983718	3	134	0.05458680029858225	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
8.757473	12.02333	7	3.825368184013084	0.7379996414210576	3	134	0.09023290264922651	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
8.771104	10.94251	8	3.88041672258681	1.8134323281849825	3	133	0.09395997571044298	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
8.812553	15.13408	9	5.0730328999823735	0.2571689795582086	2	140	0.10924889048382468	2	0	129	8.215042520798931	311,293,272,215,161,173,140
8.840331	12.13417	10	3.753161788947813	0.6198381151091065	3	134	0.050008066962361784	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
8.863929	12.10775	11	3.7269133059700152	0.6457901837024235	3	134	0.08527232321331488	3	1.7592672055129286	160,162,134	6.2594971138145095	311,284,241,223,208,187,169,133
9.046618	11.20749	12	3.5628458637963205	1.5567492202868154	3	186	0.03519147798880676	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.083952	13.21588	13	3.7918688311487987	0.5118146998561209	3	160	0.16728726948236602	3	0.7295209930362598	160	6.307625470323131	311,284,241,223,208,209,191,190,178,134,162,160
9.105901	6.343998	14	6.402182759801375	1.2475256531918208	4	181	0.08410706969872986	5	3.1194404155508746	212,204,174,170,148,188	8.169495286075838	311,312,321,309,305,289,277,260,255,224,229,198,212,204,174,170,148,188
9.200059	11.97217	15	3.3801912276615886	0.8504088623835057	3	178	0.134667492738039	3	0.5009708895598932	160,162	5.077133587726979	311,284,241,223,208,209,191,190,178
9.207745	11.08172	16	3.4249830481088748	1.706709361893584	3	186	0.026799665072526364	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.217884	12.33342	17	3.4078347469170738	0.5490358555963437	3	178	0.07414433612817796	3	0.5009708895598932	160,162	5.077133587726979	311,284,241,223,208,209,191,190,178
9.224811	10.83608	18	3.463153031597354	1.9510349396015452	3	169	0.08719087386205186	5	2.5948615420053427	212,198,150	4.8344049561572255	311,284,241,223,208,187,169
9.262066	10.66323	19	3.4761174397020804	2.1277972974581028	3	169	0.07162466903678254	5	2.5948615420053427	212,198,150	4.8344049561572255	311,284,241,223,208,187,169
9.285564	10.63081	20	3.463879035789118	2.1641044814366994	3	169	0.11163230400557982	5	2.5948615420053427	212,198,150	4.8344049561572255	311,284,241,223,208,187,169
9.327332	12.16842	21	3.2738993008432242	0.7460941930298146	3	178	0.07801273686759415	3	0.5009708895598932	160,162	5.077133587726979	311,284,241,223,208,209,191,190,178
9.378991	10.9628	22	3.2826024394016953	1.8632061279713545	3	187	0.08998947192885998	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.423313	10.79384	23	3.283489345904986	2.037839501734523	3	187	0.06930131365926111	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.442908	10.76749	24	3.27233786702146	2.0685858649970528	3	187	0.10211234194358966	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.466473	10.73907	25	3.2583220235052814	2.1025132322384104	3	187	0.1390281896641616	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.487955	10.70568	26	3.2482034645941065	2.1406847828237603	3	187	0.17850162428334168	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.501461	11.54471	27	3.075316092027281	1.3664172764993894	3	197	0.10957366647498552	3	1.3606397660939202	160,162,134,178,190	4.217464711192951	311,284,241,223,208,209
9.511439	10.67225	28	3.2366603598005703	2.1795427725154664	3	187	0.21926409276294467	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.53302	10.64486	29	3.2253530754055673	2.2121398051423444	3	187	0.2541320488310414	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.556584	10.61644	30	3.212879246292233	2.2463955154403252	3	229	0.23087264495052312	5	0.923552385472348	212,198	4.126502485052617	311,312,321,309,305,289,277,260,255,224
9.579331	11.78081	31	2.992509380573093	1.20718969807649	3	191	0.08278660118295118	3	1.1325102557754165	160,162,134,178	4.445594221511455	311,284,241,223,208,209,191
9.582069	10.58299	32	3.2007821174907156	2.2861130740578877	3	229	0.18959313110830317	5	0.923552385472348	212,198	4.126502485052617	311,312,321,309,305,289,277,260,255,224
9.595812	10.9393	33	3.0780874998553487	1.956120328644639	3	187	0.0645273516938093	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.610787	11.80735	34	2.9616581423707147	1.2051327878980018	3	217	0.09382087897880838	3	1.9572552749549366	160,162,134,178,190,191	3.6208492023319354	311,284,241,223,208
9.618408	10.91289	35	3.063164225166935	1.9890943184689873	3	187	0.09927067410946065	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.693037	11.00984	36	2.96636196688313	1.9305704560872174	3	187	0.07074030722036181	3	2.5100455793400553	160,162,134,178,190,191,187	4.364619068777006	311,284,241,223,208,187
9.736776	12.35915	37	2.9041802467803115	0.9573689295292653	3	195	0.06048811367634644	3	1.0709894224981218	160,162,134	4.511427525288939	311,284,241,223,208,209,189
9.794394	11.77236	38	2.777333267665829	1.3518776153514815	3	217	0.03719816542673763	3	1.9572552749549366	160,162,134,178,190,191	3.6208492023319354	311,284,241,223,208
9.813148	12.50214	39	2.8650147872697893	0.9814755106866445	3	195	0.08405124414310672	3	1.0709894224981218	160,162,134	4.511427525288939	311,284,241,223,208,209,189
9.847669	12.53263	40	2.8402915864622695	1.0077636099097893	3	195	0.12981494846470806	3	1.0709894224981218	160,162,134	4.511427525288939	311,284,241,223,208,209,189
9.854939	12.17599	41	2.7532490385913797	1.146603513828738	3	209	0.06571417934955974	3	1.6028411032439573	160,162,134,179	3.9795758445431035	311,284,241,223,208,209
9.870624	12.40407	42	2.7842712495565802	1.0651683523849216	3	195	0.074938738809658	3	1.0709894224981218	160,162,134	4.511427525288939	311,284,241,223,208,209,189
9.878124	12.55918	43	2.8188222074489477	1.0321722318113435	3	195	0.1699885369791553	3	1.0709894224981218	160,162,134	4.511427525288939	311,284,241,223,208,209,189
9.921976	11.86345	44	2.6528862957821904	1.3822782462977599	3	217	0.03224552205573285	3	1.9572552749549366	160,162,134,178,190,191	3.6208492023319354	311,284,241,223,208
9.933102	12.30593	45	2.7009935767338944	1.1586389709304663	3	209	0.0708106180538917	3	1.6028411032439573	160,162,134,179	3.9795758445431035	311,284,241,223,208,209
9.944605	11.83905	46	2.629136143873337	1.415309160495758	3	217	0.06510218999740769	3	1.9572552749549366	160,162,134,178,190,191	3.6208492023319354	311,284,241,223,208
